timestamp,supply_air_temp_setpoint_c,outdoor_air_temp_c,return_air_temp_c,fan_command_pct,most_open_vav_damper_pct,minimum_outdoor_air_damper_pct,supply_air_temp_c
80520,16.0,25.249,22.300,40.0,62.604,15.0,16.265
80580,16.0,25.229,22.291,40.0,62.495,15.0,16.255
80640,16.0,25.208,22.283,40.0,62.387,15.0,16.245
80700,16.0,25.188,22.275,40.0,62.278,15.0,16.235
80760,16.0,25.167,22.267,40.0,62.170,15.0,16.225
80820,16.0,25.147,22.259,40.0,62.062,15.0,16.215
80880,16.0,25.127,22.251,40.0,61.953,15.0,16.205
80940,16.0,25.107,22.243,40.0,61.845,15.0,16.195
81000,16.0,25.087,22.235,40.0,61.737,15.0,16.185
81060,16.0,25.066,22.227,40.0,61.629,15.0,16.175
81120,16.0,25.046,22.219,40.0,61.521,15.0,16.165
81180,16.0,25.026,22.211,40.0,61.413,15.0,16.154
81240,16.0,25.006,22.203,40.0,61.305,15.0,16.144
81300,16.0,24.986,22.195,40.0,61.197,15.0,16.134
81360,16.0,24.966,22.187,40.0,61.089,15.0,16.124
81420,16.0,24.946,22.179,40.0,60.981,15.0,16.114
81480,16.0,24.927,22.171,40.0,60.874,15.0,16.105
81540,16.0,24.907,22.163,40.0,60.766,15.0,16.095
81600,16.0,24.887,22.155,40.0,60.659,15.0,16.085
81660,16.0,24.867,22.147,40.0,60.551,15.0,16.076
81720,16.0,24.847,22.139,40.0,60.444,15.0,16.067
81780,16.0,24.828,22.131,40.0,60.337,15.0,16.057
81840,16.0,24.808,22.123,40.0,60.230,15.0,16.048
81900,16.0,24.789,22.115,40.0,60.123,15.0,16.039
81960,16.0,24.769,22.108,40.0,60.016,15.0,16.031
82020,16.0,24.750,22.100,40.0,59.909,15.0,16.022
82080,16.0,24.730,22.092,40.0,59.802,15.0,16.014
82140,16.0,24.711,22.084,40.0,59.696,15.0,16.006
82200,16.0,24.691,22.077,40.0,59.589,15.0,15.998
82260,16.0,24.672,22.069,40.0,59.483,15.0,15.990
82320,16.0,24.653,22.061,40.0,59.376,15.0,15.983
82380,16.0,24.633,22.053,40.0,59.270,15.0,15.976
82440,16.0,24.614,22.046,40.0,59.164,15.0,15.969
82500,16.0,24.595,22.038,40.0,59.058,15.0,15.962
82560,16.0,24.576,22.030,40.0,58.952,15.0,15.956
82620,16.0,24.557,22.023,40.0,58.846,15.0,15.950
82680,16.0,24.538,22.015,40.0,58.740,15.0,15.944
82740,16.0,24.519,22.008,40.0,58.635,15.0,15.939
82800,16.0,24.500,22.000,40.0,58.530,15.0,15.933
82860,16.0,24.481,21.992,40.0,58.424,15.0,15.929
82920,16.0,24.462,21.985,40.0,58.319,15.0,15.924
82980,16.0,24.444,21.977,40.0,58.214,15.0,15.920
83040,16.0,24.425,21.970,40.0,58.109,15.0,15.916
83100,16.0,24.406,21.962,40.0,58.004,15.0,15.912
83160,16.0,24.388,21.955,40.0,57.900,15.0,15.909
83220,16.0,24.369,21.948,40.0,57.795,15.0,15.906
83280,16.0,24.350,21.940,40.0,57.691,15.0,15.904
83340,16.0,24.332,21.933,40.0,57.586,15.0,15.902
83400,16.0,24.314,21.925,40.0,57.482,15.0,15.900
83460,16.0,24.295,21.918,40.0,57.378,15.0,15.898
83520,16.0,24.277,21.911,40.0,57.275,15.0,15.897
83580,16.0,24.259,21.903,40.0,57.171,15.0,15.897
83640,16.0,24.240,21.896,40.0,57.067,15.0,15.896
83700,16.0,24.222,21.889,40.0,56.964,15.0,15.896
83760,16.0,24.204,21.882,40.0,56.861,15.0,15.897
83820,16.0,24.186,21.874,40.0,56.758,15.0,15.897
83880,16.0,24.168,21.867,40.0,56.655,15.0,15.898
83940,16.0,24.150,21.860,40.0,56.552,15.0,15.900
84000,16.0,24.132,21.853,40.0,56.449,15.0,15.902
84060,16.0,24.114,21.846,40.0,56.347,15.0,15.904
84120,16.0,24.096,21.839,40.0,56.245,15.0,15.906
84180,16.0,24.079,21.832,40.0,56.143,15.0,15.909
84240,16.0,24.061,21.824,40.0,56.041,15.0,15.912
84300,16.0,24.043,21.817,40.0,55.939,15.0,15.916
84360,16.0,24.026,21.810,40.0,55.837,15.0,15.920
84420,16.0,24.008,21.803,40.0,55.736,15.0,15.924
84480,16.0,23.991,21.796,40.0,55.635,15.0,15.928
84540,16.0,23.974,21.789,40.0,55.534,15.0,15.933
84600,16.0,23.956,21.782,40.0,55.433,15.0,15.938
84660,16.0,23.939,21.776,40.0,55.332,15.0,15.944
84720,16.0,23.922,21.769,40.0,55.232,15.0,15.950
84780,16.0,23.905,21.762,40.0,55.131,15.0,15.956
84840,16.0,23.887,21.755,40.0,55.031,15.0,15.962
84900,16.0,23.870,21.748,40.0,54.931,15.0,15.969
84960,16.0,23.853,21.741,40.0,54.832,15.0,15.976
85020,16.0,23.836,21.735,40.0,54.732,15.0,15.983
85080,16.0,23.820,21.728,40.0,54.633,15.0,15.991
85140,16.0,23.803,21.721,40.0,54.534,15.0,15.998
85200,16.0,23.786,21.714,40.0,54.435,15.0,16.006
85260,16.0,23.769,21.708,40.0,54.336,15.0,16.015
85320,16.0,23.753,21.701,40.0,54.237,15.0,16.023
85380,16.0,23.736,21.694,40.0,54.139,15.0,16.032
85440,16.0,23.720,21.688,40.0,54.041,15.0,16.041
85500,16.0,23.703,21.681,40.0,53.943,15.0,16.050
85560,16.0,23.687,21.675,40.0,53.845,15.0,16.059
85620,16.0,23.671,21.668,40.0,53.748,15.0,16.068
85680,16.0,23.654,21.662,40.0,53.650,15.0,16.078
85740,16.0,23.638,21.655,40.0,53.553,15.0,16.087
85800,16.0,23.622,21.649,40.0,53.456,15.0,16.097
85860,16.0,23.606,21.642,40.0,53.360,15.0,16.107
85920,16.0,23.590,21.636,40.0,53.263,15.0,16.117
85980,16.0,23.574,21.630,40.0,53.167,15.0,16.127
86040,16.0,23.558,21.623,40.0,53.071,15.0,16.138
86100,16.0,23.542,21.617,40.0,52.975,15.0,16.148
86160,16.0,23.527,21.611,40.0,52.880,15.0,16.158
86220,16.0,23.511,21.604,40.0,52.784,15.0,16.169
86280,16.0,23.495,21.598,40.0,52.689,15.0,16.179
86340,16.0,23.480,21.592,40.0,52.595,15.0,16.190
86400,16.0,23.464,21.586,40.0,52.500,15.0,16.200
